id_oglasa,naslov,tip_nepremicnine,stevilo_sob_opis,stevilo_sob,cena,valuta,m2,leto_gradnje,nadstropje,opis_kratek,url_oglasa
7111539,"BRDO, LUKSUZ NA GRBINI",Stanovanje,3-sobno,3.0,3100.0,EUR,286.6,2009,P,"286,6 m2, 3-sobno, zgrajeno l. 2009, adaptirano l. 2025, pritličje, oddamo. Cena: 3.100,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/brdo-luksuz-na-grbini-stanovanje_7111539/
7408946,DRAVLJE,Stanovanje,4-sobno,4.0,2700.0,EUR,106.0,2019,4/4,"106 m2, 4-sobno, zgrajeno l. 2019, 4/4 nad., oddamo. Cena: 2.700,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/dravlje-stanovanje_7408946/
7078051,"KAMNIK, MALOGRAJSKI DVOR",Stanovanje,Apartma,,3500.0,EUR,260.0,1800,3/3,"260 m2, apartma, ""penthouse"", zgrajen l. 1800, adaptiran l. 2010, 600 m2 zemljišča, 3/3 nad., oddamo. Cena: 3....",https://www.nepremicnine.net/oglasi-oddaja/kamnik-malograjski-dvor-stanovanje_7078051/
6848932,"LJ. BEŽIGRAD, LJ",Stanovanje,Soba,,500.0,EUR,25.0,1980,,"25 m2, soba, zgrajena l. 1980, adaptirana l. 2019, nadstandardna enoposteljna soba s svojo kopalnico za bežigradom v lju...",https://www.nepremicnine.net/oglasi-oddaja/lj-bezigrad-lj-stanovanje_6848932/
7375310,"LJ. CENTER, RESLJEVA",Stanovanje,5 in večsobno,,5300.0,EUR,190.0,1920,2/7,"190 m2, 5 in večsobno, zgrajeno l. 1920, adaptirano l. 2024, 2/7 nad., oddamo. Cena: 5.300,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/lj-center-resljeva-stanovanje_7375310/
7041648,"LJ. MOSTE, POKOPALIŠKA 49",Stanovanje,4-sobno,4.0,3500.0,EUR,238.0,2006,4/4,"238 m2, 4-sobno, ""penthouse"", zgrajeno l. 2006, 4/4 nad., od 1.6.2026 dalje, oddamo. Cena: 3.500,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/lj-moste-pokopaliska-49-stanovanje_7041648/
7366136,LOGATEC,Stanovanje,"2,5-sobno",2.5,700.0,EUR,80.0,1957,1/1,"80 m2, 2,5-sobno, zgrajeno l. 1957, adaptirano l. 2026, 1/1 nad., oddamo. Cena: 700,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/logatec-stanovanje_7366136/
7363354,LOGATEC,Stanovanje,4-sobno,4.0,1550.0,EUR,135.0,2005,3/4,"135 m2, 4-sobno, zgrajeno l. 2005, 3/4 nad., Oddajamo Svetlo, Moderno & Prostorno stanovanje z ložo - samo 25 km od ...",https://www.nepremicnine.net/oglasi-oddaja/logatec-stanovanje_7363354/
7398412,"SAVSKO NASELJE, LJ. BEŽIGRAD",Stanovanje,2-sobno,2.0,1150.0,EUR,45.0,1960,1/4,"45 m2, 2-sobno, zgrajeno l. 1960, adaptirano l. 2026, 1/4 nad., oddamo. Cena: 1.150,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/savsko-naselje-lj-bezigrad-stanovanje_7398412/
7381181,STARA LJ.,Stanovanje,3-sobno,3.0,2800.0,EUR,171.6,1896,4,"171,6 m2, 3-sobno, zgrajeno l. 1896, adaptirano l. 2002, 4. nad., oddamo. Cena: 2.800,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/stara-lj-stanovanje_7381181/
7383825,"ZUPANČIČEVA JAMA, CENTER",Stanovanje,"2,5-sobno",2.5,1100.0,EUR,60.0,1965,4/4,"60 m2, 2,5-sobno, zgrajeno l. 1965, adaptirano l. 2023, 4/4 nad., Oddamo 2,5-sobno stanovanje in garažo v Župančičevi ja...",https://www.nepremicnine.net/oglasi-oddaja/zupanciceva-jama-center-stanovanje_7383825/
6988009,AJDOVŠČINA,Stanovanje,Soba,,170.0,EUR,15.0,2002,P,"15 m2, soba, zgrajena l. 2002, pritličje, oddamo. Cena: 170,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/ajdovscina-stanovanje_6988009/
6988010,AJDOVŠČINA,Stanovanje,Soba,,190.0,EUR,15.0,2002,P,"15 m2, soba, zgrajena l. 2002, pritličje, oddamo. Cena: 190,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/ajdovscina-stanovanje_6988010/
6988011,AJDOVŠČINA,Stanovanje,Soba,,220.0,EUR,15.0,2002,P,"15 m2, soba, zgrajena l. 2002, pritličje, oddamo. Cena: 220,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/ajdovscina-stanovanje_6988011/
7350073,AJDOVŠČINA,Stanovanje,2-sobno,2.0,650.0,EUR,59.4,1959,,"59,4 m2, 2-sobno, zgrajeno l. 1959, oddamo. Cena: 650,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/ajdovscina-stanovanje_7350073/
7310094,AJDOVŠČINA,Stanovanje,"3,5-sobno",3.5,1200.0,EUR,105.0,2024,4/4,"105 m2, 3,5-sobno, zgrajeno l. 2024, 4/4 nad., Varščina za najem nepremičnine, oddamo. Cena: cca 1.200,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/ajdovscina-stanovanje_7310094/
7398180,"AJŠEVICA, NOVA GORICA",Stanovanje,"3,5-sobno",3.5,850.0,EUR,85.0,2019,P/1,"85 m2, 3,5-sobno, zgrajeno l. 2019, P/1 nad., oddamo. Cena: 850,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/ajsevica-nova-gorica-stanovanje_7398180/
7414275,ANKARAN,Stanovanje,Garsonjera,,700.0,EUR,24.0,2025,2/2,"24 m2, garsonjera, adaptirana l. 2025, 2/2 nad., oddamo. Cena: cca 700,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/ankaran-stanovanje_7414275/
7394440,ANKARAN,Stanovanje,2-sobno,2.0,990.0,EUR,50.0,1990,1/1,"50 m2, 2-sobno, zgrajeno l. 1990, 1/1 nad., oddamo. Cena: 990,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/ankaran-stanovanje_7394440/
7389059,"ANKARAN, ZELENA OAZA 2000",Stanovanje,1-sobno,1.0,1000.0,EUR,52.2,2000,P/2,"52,2 m2, 1-sobno, zgrajeno l. 2000, adaptirano l. 2021, P/2 nad., Novejše, prenovljeno in opremljeno stanovanje na izred...",https://www.nepremicnine.net/oglasi-oddaja/ankaran-zelena-oaza-2000-stanovanje_7389059/
6934995,APNENIK PRI BOŠTANJU,Stanovanje,2-sobno,2.0,650.0,EUR,75.0,2014,,"75 m2, 2-sobno, zgrajeno l. 2014, oddamo. Cena: 650,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/apnenik-pri-bostanju-stanovanje_6934995/
6900330,APNENIK PRI BOŠTANJU,Stanovanje,"2,5-sobno",2.5,650.0,EUR,75.0,2014,,"75 m2, 2,5-sobno, zgrajeno l. 2014, oddamo. Cena: 650,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/apnenik-pri-bostanju-stanovanje_6900330/
7266683,AUGUST SENOA,Stanovanje,1-sobno,1.0,1100.0,EUR,60.0,1929,,"60 m2, 1-sobno, zgrajeno l. 1929, oddamo. Cena: 1.100,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/august-senoa-stanovanje_7266683/
7372597,AUGUST SENOA,Stanovanje,1-sobno,1.0,1500.0,EUR,89.0,1907,,"89 m2, 1-sobno, zgrajeno l. 1907, oddamo. Cena: 1.500,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/august-senoa-stanovanje_7372597/
7164671,AUGUST SENOA,Stanovanje,Drugo,,3000.0,EUR,200.0,,,"200 m2, stanovanje, oddamo. Cena: 3.000,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/august-senoa-stanovanje_7164671/
7361114,"AUGUST SENOA, CENTAR",Stanovanje,2-sobno,2.0,1500.0,EUR,107.0,,,"107 m2, 2-sobno, oddamo. Cena: 1.500,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/august-senoa-centar-stanovanje_7361114/
7404791,"AUGUST SENOA, DONJI GRAD",Stanovanje,1-sobno,1.0,750.0,EUR,33.0,,,"33 m2, 1-sobno, oddamo. Cena: 750,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/august-senoa-donji-grad-stanovanje_7404791/
7404793,"AUGUST SENOA, DONJI GRAD",Stanovanje,1-sobno,1.0,750.0,EUR,33.0,,,"33 m2, 1-sobno, oddamo. Cena: 750,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/august-senoa-donji-grad-stanovanje_7404793/
7404792,"AUGUST SENOA, DONJI GRAD",Stanovanje,1-sobno,1.0,750.0,EUR,33.0,,,"33 m2, 1-sobno, oddamo. Cena: 750,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/august-senoa-donji-grad-stanovanje_7404792/
7368089,"AUGUST SENOA, DONJI GRAD",Stanovanje,3-sobno,3.0,3400.0,EUR,170.0,,,"170 m2, 3-sobno, oddamo. Cena: 3.400,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/august-senoa-donji-grad-stanovanje_7368089/
7285346,"AUGUST SENOA, GUNDULIĆEVA",Stanovanje,3-sobno,3.0,1100.0,EUR,80.0,,,"80 m2, 3-sobno, oddamo. Cena: 1.100,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/august-senoa-gunduliceva-stanovanje_7285346/
7283081,"AUGUST SENOA, MARULIĆEV TRG",Stanovanje,4-sobno,4.0,3900.0,EUR,280.0,,,"280 m2, 4-sobno, oddamo. Cena: 3.900,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/august-senoa-marulicev-trg-stanovanje_7283081/
7400398,"AUGUST SENOA, PALMOTIĆEVA ULICA",Stanovanje,3-sobno,3.0,2700.0,EUR,133.0,,,"133 m2, 3-sobno, oddamo. Cena: 2.700,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/august-senoa-palmoticeva-ulica-stanovanje_7400398/
7131920,"AVSTRIJA, BAD RADKERSBURG",Stanovanje,2-sobno,2.0,650.0,EUR,55.0,1968,1/4,"55 m2, 2-sobno, zgrajeno l. 1968, 1/4 nad., prenovljeno 60 m2 2-sobno najemniško stanovanje z balkonom v bad radkersburg...",https://www.nepremicnine.net/oglasi-oddaja/avstrija-bad-radkersburg-stanovanje_7131920/
7005245,BABNO POLJE,Stanovanje,2-sobno,2.0,400.0,EUR,100.0,1975,P+1,"100 m2, 2-sobno, zgrajeno l. 1975, adaptirano l. 2025, 704 m2 zemljišča, P+1, oddamo. Cena: cca 400,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/babno-polje-stanovanje_7005245/
7338695,BAČVICE - FIRULE,Stanovanje,2-sobno,2.0,1000.0,EUR,42.0,,,"42 m2, 2-sobno, oddamo. Cena: 1.000,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/bacvice-firule-stanovanje_7338695/
7062417,BAČVICE - FIRULE,Stanovanje,2-sobno,2.0,1300.0,EUR,65.0,,,"65 m2, 2-sobno, oddamo. Cena: 1.300,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/bacvice-firule-stanovanje_7062417/
7285391,BAČVICE - FIRULE,Stanovanje,2-sobno,2.0,1400.0,EUR,70.0,,,"70 m2, 2-sobno, oddamo. Cena: 1.400,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/bacvice-firule-stanovanje_7285391/
6822320,BAČVICE - FIRULE,Stanovanje,2-sobno,2.0,3000.0,EUR,75.0,,,"75 m2, 2-sobno, oddamo. Cena: 3.000,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/bacvice-firule-stanovanje_6822320/
7372220,BAČVICE - FIRULE,Stanovanje,2-sobno,2.0,1700.0,EUR,82.0,,,"82 m2, 2-sobno, oddamo. Cena: 1.700,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/bacvice-firule-stanovanje_7372220/
7060041,BAČVICE - FIRULE,Stanovanje,2-sobno,2.0,2000.0,EUR,82.0,,,"82 m2, 2-sobno, oddamo. Cena: 2.000,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/bacvice-firule-stanovanje_7060041/
7285811,BAČVICE - FIRULE,Stanovanje,4-sobno,4.0,1500.0,EUR,105.0,,,"105 m2, 4-sobno, oddamo. Cena: 1.500,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/bacvice-firule-stanovanje_7285811/
7365562,BAČVICE - FIRULE,Stanovanje,3-sobno,3.0,1200.0,EUR,115.0,,,"115 m2, 3-sobno, oddamo. Cena: 1.200,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/bacvice-firule-stanovanje_7365562/
7372024,"BAČVICE - FIRULE, SPINCICEVA",Stanovanje,4-sobno,4.0,2650.0,EUR,140.0,,,"140 m2, 4-sobno, oddamo. Cena: 2.650,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/bacvice-firule-spinciceva-stanovanje_7372024/
7078479,"BAČVICE - FIRULE, ZENTA",Stanovanje,2-sobno,2.0,2500.0,EUR,103.0,,,"103 m2, 2-sobno, oddamo. Cena: 2.500,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/bacvice-firule-zenta-stanovanje_7078479/
7252272,"BAKARAC, ŠMRIKA, KRALJEVICA",Stanovanje,1-sobno,1.0,220.0,EUR,60.0,,,"60 m2, 1-sobno, oddamo. Cena: 220,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/bakarac-smrika-kraljevica-stanovanje_7252272/
7338899,BANOVCI,Stanovanje,2-sobno,2.0,330.0,EUR,42.0,2006,,"42 m2, 2-sobno, zgrajeno l. 2006, oddamo. Cena: 330,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/banovci-stanovanje_7338899/
7363233,BAŠANIJA,Stanovanje,3-sobno,3.0,850.0,EUR,85.0,2008,,"85 m2, 3-sobno, zgrajeno l. 2008, oddamo. Cena: 850,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/basanija-stanovanje_7363233/
7409029,"BAŠKA, OB PLAŽI",Stanovanje,"1,5-sobno",1.5,85.0,EUR,40.0,1998,2/2,"40 m2, 1,5-sobno, zgrajeno l. 1998, adaptirano l. 2026, 15 m2 zemljišča, 2/2 nad., izjemna lokacija, možen kakršenkoli d...",https://www.nepremicnine.net/oglasi-oddaja/baska-ob-plazi-stanovanje_7409029/
6675742,BEČ,Stanovanje,3-sobno,3.0,600.0,EUR,55.0,2018,P+1,"55 m2, 3-sobno, adaptirano l. 2018, 2.000 m2 zemljišča, P+1, Beč v občini Cerknica, oddamo hišo,dvostanovanjsko, oddamo....",https://www.nepremicnine.net/oglasi-oddaja/bec-stanovanje_6675742/
7239330,"BEGOVO RAZDOLJE, TUK MRKOPALJSKI, MRKOPALJ",Stanovanje,3-sobno,3.0,600.0,EUR,100.0,,,"100 m2, 3-sobno, oddamo. Cena: 600,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/begovo-razdolje-tuk-mrkopaljski-mrkopalj-stanovanje_7239330/
7268870,BELIŠĆE,Stanovanje,Drugo,,2500.0,EUR,747.0,,,"747 m2, stanovanje, oddamo. Cena: 2.500,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/belisce-stanovanje_7268870/
7407575,BELVEDER,Stanovanje,2-sobno,2.0,700.0,EUR,53.0,,,"53 m2, 2-sobno, oddamo. Cena: 700,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/belveder-stanovanje_7407575/
7401456,BELVEDER,Stanovanje,2-sobno,2.0,800.0,EUR,53.0,,,"53 m2, 2-sobno, oddamo. Cena: 800,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/belveder-stanovanje_7401456/
7409706,BELVEDER,Stanovanje,2-sobno,2.0,700.0,EUR,64.0,,,"64 m2, 2-sobno, oddamo. Cena: 700,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/belveder-stanovanje_7409706/
7410308,BELVEDER,Stanovanje,2-sobno,2.0,800.0,EUR,68.0,,,"68 m2, 2-sobno, oddamo. Cena: 800,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/belveder-stanovanje_7410308/
7403137,BELVEDER,Stanovanje,1-sobno,1.0,1300.0,EUR,75.0,,,"75 m2, 1-sobno, oddamo. Cena: 1.300,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/belveder-stanovanje_7403137/
7406721,BELVEDER,Stanovanje,2-sobno,2.0,1000.0,EUR,96.0,1936,,"96 m2, 2-sobno, zgrajeno l. 1936, oddamo. Cena: 1.000,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/belveder-stanovanje_7406721/
7403081,BELVEDER,Stanovanje,2-sobno,2.0,1500.0,EUR,105.0,,,"105 m2, 2-sobno, oddamo. Cena: 1.500,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/belveder-stanovanje_7403081/
7409122,"BELVEDER, RIJEKA",Stanovanje,2-sobno,2.0,550.0,EUR,39.0,,,"39 m2, 2-sobno, oddamo. Cena: 550,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/belveder-rijeka-stanovanje_7409122/
7392700,"BELVEDER, RIJEKA",Stanovanje,1-sobno,1.0,650.0,EUR,45.0,,,"45 m2, 1-sobno, oddamo. Cena: 650,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/belveder-rijeka-stanovanje_7392700/
7392696,"BELVEDER, RIJEKA",Stanovanje,1-sobno,1.0,650.0,EUR,45.0,,,"45 m2, 1-sobno, oddamo. Cena: 650,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/belveder-rijeka-stanovanje_7392696/
7392926,"BELVEDER, RIJEKA",Stanovanje,2-sobno,2.0,700.0,EUR,50.0,,,"50 m2, 2-sobno, oddamo. Cena: 700,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/belveder-rijeka-stanovanje_7392926/
7410395,"BELVEDER, RIJEKA",Stanovanje,2-sobno,2.0,800.0,EUR,68.0,,,"68 m2, 2-sobno, oddamo. Cena: 800,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/belveder-rijeka-stanovanje_7410395/
7392324,"BELVEDER, RIJEKA",Stanovanje,2-sobno,2.0,700.0,EUR,68.0,,,"68 m2, 2-sobno, oddamo. Cena: 700,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/belveder-rijeka-stanovanje_7392324/
7393413,"BELVEDER, RIJEKA",Stanovanje,2-sobno,2.0,800.0,EUR,72.0,,,"72 m2, 2-sobno, oddamo. Cena: 800,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/belveder-rijeka-stanovanje_7393413/
7393127,"BELVEDER, RIJEKA",Stanovanje,2-sobno,2.0,650.0,EUR,75.0,,,"75 m2, 2-sobno, oddamo. Cena: 650,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/belveder-rijeka-stanovanje_7393127/
7409732,"BELVEDER, RIJEKA",Stanovanje,3-sobno,3.0,800.0,EUR,80.0,,,"80 m2, 3-sobno, oddamo. Cena: 800,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/belveder-rijeka-stanovanje_7409732/
7392175,"BELVEDER, RIJEKA",Stanovanje,5 in večsobno,,125.0,EUR,150.0,,,"150 m2, 5 in večsobno, oddamo. Cena: 125,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/belveder-rijeka-stanovanje_7392175/
7394057,"BELVEDER, ŠKOLJIĆ, RIJEKA",Stanovanje,1-sobno,1.0,700.0,EUR,58.0,,,"58 m2, 1-sobno, oddamo. Cena: 700,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/belveder-skoljic-rijeka-stanovanje_7394057/
7145481,BERIČEVO,Stanovanje,2-sobno,2.0,650.0,EUR,70.0,1970,M/2,"70 m2, 2-sobno, zgrajeno l. 1970, adaptirano l. 2005, M/2 nad., Beričevo 70 m2, 2-sobno, zgrajeno l.1970, prenovljeno l....",https://www.nepremicnine.net/oglasi-oddaja/bericevo-stanovanje_7145481/
7331361,BERTOKI,Stanovanje,Garsonjera,,900.0,EUR,25.0,2021,1/1,"25 m2, garsonjera, adaptirana l. 2021, adaptirana l. 2021, 1/1 nad., Oddamo apartma za 2-3 osebe lahko delavce, blizu Ko...",https://www.nepremicnine.net/oglasi-oddaja/bertoki-stanovanje_7331361/
7410771,BETNAVA,Stanovanje,3-sobno,3.0,1150.0,EUR,98.0,2017,P/17,"98 m2, 3-sobno, adaptirano l. 2017, P/17 nad., oddamo. Cena: 1.150,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/betnava-stanovanje_7410771/
7410840,"BETNAVA, V BLIŽINI MERCATOR CENTRA TABOR",Stanovanje,1-sobno,1.0,480.0,EUR,35.0,1971,4,"35 m2, 1-sobno, zgrajeno l. 1971, 4. nad., Prijetno stanovanje, 35 m2, v urejenem bloku z dvigalom, kletjo in kolesarnic...",https://www.nepremicnine.net/oglasi-oddaja/betnava-v-blizini-mercator-centra-tabor-stanovanje_7410840/
6835626,"BEŽIGRAJSKI DVOR, TOPNIŠKA ULICA",Stanovanje,Soba,,400.0,EUR,10.0,1975,2/4,"10 m2, soba, zgrajena l. 1975, adaptirana l. 2010, 2/4 nad., Enoposteljna soba z balkonom1450 metrov od centra LJ, Topni...",https://www.nepremicnine.net/oglasi-oddaja/bezigrajski-dvor-topniska-ulica-stanovanje_6835626/
7412989,BISTRICA OB DRAVI,Stanovanje,3-sobno,3.0,430.0,EUR,73.0,1985,4/4,"73 m2, 3-sobno, zgrajeno l. 1985, 4/4 nad., bistrica ob dravi - prostorno 3-sobno stanovanje, cca 73 m2, oddamo. Cena: 4...",https://www.nepremicnine.net/oglasi-oddaja/bistrica-ob-dravi-stanovanje_7412989/
7275636,BIZELJSKO,Stanovanje,3-sobno,3.0,450.0,EUR,66.3,1962,2/2,"66,3 m2, 3-sobno, zgrajeno l. 1962, 2/2 nad., oddamo. Cena: 450,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/bizeljsko-stanovanje_7275636/
7412673,BLED,Stanovanje,Soba,,320.0,EUR,15.0,1940,VP/2,"15 m2, soba, zgrajena l. 1940, VP/2 nad., oddamo. Cena: 320,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/bled-stanovanje_7412673/
7255131,BLED,Stanovanje,1-sobno,1.0,1031.0,EUR,25.0,1985,,"25 m2, 1-sobno, zgrajeno l. 1985, adaptirano l. 2024, oddamo. Cena: 1.031,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/bled-stanovanje_7255131/
7395840,BLED,Stanovanje,2-sobno,2.0,900.0,EUR,40.0,2009,P/3,"40 m2, 2-sobno, zgrajeno l. 2009, 16 m2 zemljišča, P/3 nad., Oddaja se prijetno 2-sobno stanovanje z lastnim vhodom, vrt...",https://www.nepremicnine.net/oglasi-oddaja/bled-stanovanje_7395840/
7412666,BLED,Stanovanje,2-sobno,2.0,750.0,EUR,55.0,1940,2/2,"55 m2, 2-sobno, zgrajeno l. 1940, adaptirano l. 2026, 2/2 nad., oddamo. Cena: 750,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/bled-stanovanje_7412666/
7241979,BLED,Stanovanje,4-sobno,4.0,1300.0,EUR,85.2,1973,P,"85,2 m2, 4-sobno, zgrajeno l. 1973, pritličje, oddamo. Cena: 1.300,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/bled-stanovanje_7241979/
7255135,BLED,Stanovanje,"2,5-sobno",2.5,1694.0,EUR,115.0,1985,,"115 m2, 2,5-sobno, zgrajeno l. 1985, adaptirano l. 2024, oddamo. Cena: 1.694,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/bled-stanovanje_7255135/
7255138,BLED,Stanovanje,"3,5-sobno",3.5,1936.0,EUR,115.0,1985,,"115 m2, 3,5-sobno, zgrajeno l. 1985, adaptirano l. 2024, oddamo. Cena: 1.936,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/bled-stanovanje_7255138/
7403594,"BLED, DOBE",Stanovanje,3-sobno,3.0,1000.0,EUR,80.5,2024,VP/2,"80,5 m2, 3-sobno, adaptirano l. 2024, VP/2 nad., Stanovanje je vseljivo od 1.10.2026 dalje, oddamo. Cena: 1.000,00 EUR/m...",https://www.nepremicnine.net/oglasi-oddaja/bled-dobe-stanovanje_7403594/
6740695,BLEJSKA DOBRAVA,Stanovanje,4-sobno,4.0,200.0,EUR,96.0,1968,1/M,"96 m2, 4-sobno, zgrajeno l. 1968, adaptirano l. 2022, 1/M, Oddamo postelje v povsem renoviranem svetlem stanovanju s sou...",https://www.nepremicnine.net/oglasi-oddaja/blejska-dobrava-stanovanje_6740695/
6987610,"BLEJSKA DOBRAVA, 50A",Stanovanje,5 in večsobno,,200.0,EUR,92.0,1961,VP/1,"92 m2, 5 in večsobno, zgrajeno l. 1961, adaptirano l. 2022, 100 m2 zemljišča, VP/1 nad., V vasi Blejska Dobrava je na vo...",https://www.nepremicnine.net/oglasi-oddaja/blejska-dobrava-50a-stanovanje_6987610/
7371721,BOBOVEK,Stanovanje,4-sobno,4.0,900.0,EUR,110.0,1990,1,"110 m2, 4-sobno, zgrajeno l. 1990, 150 m2 zemljišča, 1. nad., oddamo. Cena: 900,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/bobovek-stanovanje_7371721/
7057933,BOHINJSKA BISTRICA,Stanovanje,2-sobno,2.0,880.0,EUR,60.0,2007,2,"60 m2, 2-sobno, zgrajeno l. 2007, 2. nad., Stanovanje s parkirnim mestom v garazi in lastno shrambo v kleti, oddamo. Cen...",https://www.nepremicnine.net/oglasi-oddaja/bohinjska-bistrica-stanovanje_7057933/
7355087,BOHINJSKA BISTRICA,Stanovanje,"3,5-sobno",3.5,950.0,EUR,82.0,2026,P,"82 m2, 3,5-sobno, zgrajeno l. 2026, 300 m2 zemljišča, pritličje, Stanovanje v hiši za dolgoročni najem, oddamo. Cena: cc...",https://www.nepremicnine.net/oglasi-oddaja/bohinjska-bistrica-stanovanje_7355087/
7309308,"BOKANJAC, ZADAR",Stanovanje,1-sobno,1.0,250.0,EUR,57.0,,,"57 m2, 1-sobno, oddamo. Cena: 250,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/bokanjac-zadar-stanovanje_7309308/
7414732,BOŠAMARIN,Stanovanje,Drugo,,650.0,EUR,40.0,2018,M,"40 m2, stanovanje, zgrajeno l. 2018, mansarda, oddamo. Cena: 650,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/bosamarin-stanovanje_7414732/
7409768,BRDO,Stanovanje,Soba,,300.0,EUR,8.0,1968,1/2,"8 m2, soba, zgrajena l. 1968, adaptirana l. 2023, 100 m2 zemljišča, 1/2 nad., oddamo. Cena: 300,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/brdo-stanovanje_7409768/
7386586,BRDO,Stanovanje,Soba,,290.0,EUR,20.0,2023,,"20 m2, soba, adaptirana l. 2023, Na odlični lokaciji na Brdu oddamo svetlo in prostorno dvoposteljno sobo v 2-sobnem sta...",https://www.nepremicnine.net/oglasi-oddaja/brdo-stanovanje_7386586/
7345390,BRDO,Stanovanje,1-sobno,1.0,750.0,EUR,34.0,2014,3/4,"34 m2, 1-sobno, zgrajeno l. 2014, 3/4 nad., Oddamo sveže prebeljeno enosobno stanovanje z novo posteljo in garažnim park...",https://www.nepremicnine.net/oglasi-oddaja/brdo-stanovanje_7345390/
