id_oglasa,naslov,tip_nepremicnine,stevilo_sob_opis,stevilo_sob,cena,valuta,m2,leto_gradnje,nadstropje,opis_kratek,url_oglasa
7391063,"KUSTOSIJA - CENTER, ČRNOMEREC",Stanovanje,2-sobno,2.0,1950.0,EUR,82.0,,,"82 m2, 2-sobno, oddamo. Cena: 1.950,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/kustosija-center-crnomerec-stanovanje_7391063/
7372353,"KUSTOSIJA - CENTER, DONJI GRAD",Stanovanje,1-sobno,1.0,720.0,EUR,39.0,,,"39 m2, 1-sobno, oddamo. Cena: 720,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/kustosija-center-donji-grad-stanovanje_7372353/
7348299,"KUSTOSIJA - CENTER, GRAHOROVA",Stanovanje,3-sobno,3.0,2300.0,EUR,142.0,,,"142 m2, 3-sobno, oddamo. Cena: 2.300,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/kustosija-center-grahorova-stanovanje_7348299/
6686496,"KUSTOSIJA - CENTER, ILICA",Stanovanje,1-sobno,1.0,1200.0,EUR,130.0,,,"130 m2, 1-sobno, oddamo. Cena: 1.200,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/kustosija-center-ilica-stanovanje_6686496/
7396481,"KUSTOSIJA - CENTER, TRG FRAJE TUĐMANA",Stanovanje,1-sobno,1.0,1900.0,EUR,61.0,,,"61 m2, 1-sobno, oddamo. Cena: 1.900,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/kustosija-center-trg-fraje-tudmana-stanovanje_7396481/
7071794,"KUSTOSIJA - CENTER, TRG FRANCUSKE REPUBLIKE",Stanovanje,2-sobno,2.0,1900.0,EUR,103.0,,,"103 m2, 2-sobno, oddamo. Cena: 1.900,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/kustosija-center-trg-francuske-republike-stanovanje_7071794/
7286562,"KUSTOSIJA - CENTER, TRG FRANCUSKE REPUBLIKE",Stanovanje,4-sobno,4.0,3300.0,EUR,170.0,,,"170 m2, 4-sobno, ""penthouse"", oddamo. Cena: 3.300,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/kustosija-center-trg-francuske-republike-stanovanje_7286562/
7404035,LABIN,Stanovanje,2-sobno,2.0,1000.0,EUR,77.0,,,"77 m2, 2-sobno, oddamo. Cena: 1.000,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/labin-stanovanje_7404035/
7339332,LANISTE - REMETINEC,Stanovanje,1-sobno,1.0,1000.0,EUR,50.0,2025,,"50 m2, 1-sobno, novogradnja - zgr. l. 2025, oddamo. Cena: 1.000,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/laniste-remetinec-stanovanje_7339332/
7389826,LANISTE - REMETINEC,Stanovanje,2-sobno,2.0,900.0,EUR,55.0,,,"55 m2, 2-sobno, oddamo. Cena: 900,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/laniste-remetinec-stanovanje_7389826/
7372283,LANISTE - REMETINEC,Stanovanje,1-sobno,1.0,1000.0,EUR,61.0,,,"61 m2, 1-sobno, oddamo. Cena: 1.000,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/laniste-remetinec-stanovanje_7372283/
7406932,LANISTE - REMETINEC,Stanovanje,2-sobno,2.0,1000.0,EUR,65.0,2006,,"65 m2, 2-sobno, zgrajeno l. 2006, oddamo. Cena: 1.000,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/laniste-remetinec-stanovanje_7406932/
7284211,"LANISTE - REMETINEC, JARUŠČICA",Stanovanje,1-sobno,1.0,750.0,EUR,40.0,,,"40 m2, 1-sobno, oddamo. Cena: 750,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/laniste-remetinec-jaruscica-stanovanje_7284211/
7410881,"LANISTE - REMETINEC, LANIŠTE, NOVI ZAGREB - ZAPAD",Stanovanje,3-sobno,3.0,1100.0,EUR,83.0,,,"83 m2, 3-sobno, oddamo. Cena: 1.100,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/laniste-remetinec-laniste-novi-zagreb-zapad-stanovanje_7410881/
7407503,"LANIŠČE, CENTER ŠKOFLJICE",Stanovanje,1-sobno,1.0,600.0,EUR,44.0,1979,P/VP,"44 m2, 1-sobno, zgrajeno l. 1979, adaptirano l. 2024, P/VP, oddamo. Cena: cca 600,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/lanisce-center-skofljice-stanovanje_7407503/
7362978,LAŠČINSKA CESTA,Stanovanje,2-sobno,2.0,1350.0,EUR,80.0,,,"80 m2, 2-sobno, oddamo. Cena: 1.350,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/lascinska-cesta-stanovanje_7362978/
7370507,LAŠČINSKA CESTA,Stanovanje,2-sobno,2.0,2000.0,EUR,81.0,2024,,"81 m2, 2-sobno, novogradnja - zgr. l. 2024, oddamo. Cena: 2.000,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/lascinska-cesta-stanovanje_7370507/
7242282,LAŠČINSKA CESTA,Stanovanje,3-sobno,3.0,2300.0,EUR,127.0,,,"127 m2, 3-sobno, oddamo. Cena: 2.300,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/lascinska-cesta-stanovanje_7242282/
7356387,"LAŠČINSKA CESTA, DUGI DOL",Stanovanje,3-sobno,3.0,1400.0,EUR,95.0,,,"95 m2, 3-sobno, oddamo. Cena: 1.400,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/lascinska-cesta-dugi-dol-stanovanje_7356387/
7294853,"LAŠČINSKA CESTA, KLANJČIĆ",Stanovanje,4-sobno,4.0,1800.0,EUR,160.0,,,"160 m2, 4-sobno, oddamo. Cena: 1.800,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/lascinska-cesta-klanjcic-stanovanje_7294853/
7400440,"LAŠČINSKA CESTA, LAŠĆINA",Stanovanje,3-sobno,3.0,2500.0,EUR,130.0,,,"130 m2, 3-sobno, oddamo. Cena: 2.500,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/lascinska-cesta-lascina-stanovanje_7400440/
7282497,"LAŠČINSKA CESTA, LAŠĆINSKA",Stanovanje,3-sobno,3.0,1600.0,EUR,143.0,,,"143 m2, 3-sobno, oddamo. Cena: 1.600,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/lascinska-cesta-lascinska-stanovanje_7282497/
7284797,"LAŠČINSKA CESTA, LAŠĆINSKA",Stanovanje,3-sobno,3.0,2600.0,EUR,150.0,,,"150 m2, 3-sobno, ""penthouse"", oddamo. Cena: 2.600,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/lascinska-cesta-lascinska-stanovanje_7284797/
7335880,"LAŠČINSKA CESTA, LAŠĆINSKA",Stanovanje,3-sobno,3.0,2000.0,EUR,160.0,,,"160 m2, 3-sobno, oddamo. Cena: 2.000,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/lascinska-cesta-lascinska-stanovanje_7335880/
7370405,"LAŠČINSKA CESTA, MAKSIMIR",Stanovanje,1-sobno,1.0,750.0,EUR,60.0,,,"60 m2, 1-sobno, oddamo. Cena: 750,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/lascinska-cesta-maksimir-stanovanje_7370405/
7358474,"LAŠČINSKA CESTA, PETROVA",Stanovanje,4-sobno,4.0,3900.0,EUR,150.0,,,"150 m2, 4-sobno, oddamo. Cena: 3.900,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/lascinska-cesta-petrova-stanovanje_7358474/
7358462,"LAŠČINSKA CESTA, PETROVA",Stanovanje,4-sobno,4.0,3900.0,EUR,170.0,,,"170 m2, 4-sobno, oddamo. Cena: 3.900,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/lascinska-cesta-petrova-stanovanje_7358462/
7376917,"LAŠČINSKA CESTA, SREBRNJAK",Stanovanje,2-sobno,2.0,1500.0,EUR,85.0,,,"85 m2, 2-sobno, oddamo. Cena: 1.500,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/lascinska-cesta-srebrnjak-stanovanje_7376917/
7335976,"LAŠČINSKA CESTA, SREBRNJAK",Stanovanje,2-sobno,2.0,2500.0,EUR,116.0,,,"116 m2, 2-sobno, ""penthouse"", oddamo. Cena: 2.500,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/lascinska-cesta-srebrnjak-stanovanje_7335976/
7282219,"LAŠČINSKA CESTA, SREBRNJAK",Stanovanje,3-sobno,3.0,2500.0,EUR,157.0,,,"157 m2, 3-sobno, oddamo. Cena: 2.500,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/lascinska-cesta-srebrnjak-stanovanje_7282219/
7127202,"LAŠČINSKA CESTA, ŠTAMPAROVA",Stanovanje,3-sobno,3.0,2300.0,EUR,140.0,,,"140 m2, 3-sobno, oddamo. Cena: 2.300,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/lascinska-cesta-stamparova-stanovanje_7127202/
7394618,LAŠKO,Stanovanje,3-sobno,3.0,850.0,EUR,78.0,1990,1/2,"78 m2, 3-sobno, zgrajeno l. 1990, adaptirano l. 2010, 1/2 nad., oddamo. Cena: 850,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/lasko-stanovanje_7394618/
7409023,"LAŠKO, CENTER MESTA",Stanovanje,3-sobno,3.0,550.0,EUR,90.0,1940,1/2,"90 m2, 3-sobno, zgrajeno l. 1940, adaptirano l. 2022, 1/2 nad., oddamo. Cena: cca 550,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/lasko-center-mesta-stanovanje_7409023/
7107309,"LAŠKO, LASKO CENTER",Stanovanje,"1,5-sobno",1.5,470.0,EUR,58.0,1965,P/P,"58 m2, 1,5-sobno, zgrajeno l. 1965, adaptirano l. 2023, 750 m2 zemljišča, P/P, oddamo. Cena: cca 470,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/lasko-lasko-center-stanovanje_7107309/
7407420,LAVRICA,Stanovanje,"1,5-sobno",1.5,850.0,EUR,45.0,1999,1/2,"45 m2, 1,5-sobno, zgrajeno l. 1999, 1/2 nad., na Kamnikarjevi ulici, opremljeno, optika, pokrito parkirišče, balkon, bli...",https://www.nepremicnine.net/oglasi-oddaja/lavrica-stanovanje_7407420/
7410799,LAVRICA,Stanovanje,"1,5-sobno",1.5,1000.0,EUR,50.0,2024,2/2,"50 m2, 1,5-sobno, zgrajeno l. 2024, 2/2 nad., oddamo. Cena: 1.000,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/lavrica-stanovanje_7410799/
7096985,LAVRICA,Stanovanje,3-sobno,3.0,3000.0,EUR,90.0,1852,P/1,"90 m2, 3-sobno, zgrajeno l. 1852, adaptirano l. 2025, P/1 nad., oddamo. Cena: 3.000,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/lavrica-stanovanje_7096985/
7096986,LAVRICA,Stanovanje,Soba,,300.0,EUR,90.0,1852,P/1,"90 m2, soba, zgrajena l. 1852, adaptirana l. 2025, P/1 nad., oddamo. Cena: 300,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/lavrica-stanovanje_7096986/
7412857,LAZE,Stanovanje,2-sobno,2.0,400.0,EUR,42.0,1964,P,"42 m2, 2-sobno, zgrajeno l. 1964, pritličje, oddamo. Cena: 400,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/laze-stanovanje_7412857/
7093675,LENART V SLOVENSKIH GORICAH,Stanovanje,1-sobno,1.0,450.0,EUR,45.74,1978,4/5,"45,74 m2, 1-sobno, zgrajeno l. 1978, adaptirano l. 2025, 4/5 nad., oddamo. Cena: 450,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/lenart-v-slovenskih-goricah-stanovanje_7093675/
7414737,"LENART V SLOVENSKIH GORICAH, PRI DOMU UPOKOJENCEV",Stanovanje,3-sobno,3.0,600.0,EUR,82.0,2012,2/4,"82 m2, 3-sobno, zgrajeno l. 2012, 2/4 nad., oddamo. Cena: 600,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/lenart-v-slovenskih-goricah-pri-domu-upokojencev-stanovanje_7414737/
7218783,"LENDAVA, MLINSKA",Stanovanje,"4,5-sobno",4.5,8.0,EUR,215.0,1995,P/2,"215 m2, 4,5-sobno, zgrajeno l. 1995, 509 m2 zemljišča, P/2 nad., za daljše obdobje oddamo opremljene prostore kot poslov...",https://www.nepremicnine.net/oglasi-oddaja/lendava-mlinska-stanovanje_7218783/
7410310,LENDAVSKE GORICE,Stanovanje,1-sobno,1.0,500.0,EUR,30.0,1975,1,"30 m2, 1-sobno, zgrajeno l. 1975, adaptirano l. 2026, 1. nad., oddamo. Cena: 500,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/lendavske-gorice-stanovanje_7410310/
7408374,LESCE,Stanovanje,1-sobno,1.0,650.0,EUR,44.0,2008,P/4,"44 m2, 1-sobno, zgrajeno l. 2008, adaptirano l. 2022, P/4 nad., oddamo. Cena: 650,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/lesce-stanovanje_7408374/
7411196,LESCE,Stanovanje,3-sobno,3.0,850.0,EUR,68.6,1979,VP/3,"68,6 m2, 3-sobno, v stavbi zgrajeni l. 1979, adaptirano l. 2021, VP/3 nad., oddamo. Cena: 850,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/lesce-stanovanje_7411196/
6531255,LESKOVEC PRI KRŠKEM,Stanovanje,4-sobno,4.0,200.0,EUR,140.0,2019,,"140 m2, 4-sobno, adaptirano l. 2019, pritličje, 4 sobe, vsaka cca. 20 m2. Oddamo stanovanje, sobe primerne za delavce, v...",https://www.nepremicnine.net/oglasi-oddaja/leskovec-pri-krskem-stanovanje_6531255/
7337876,"LIČ, FUŽINE",Stanovanje,3-sobno,3.0,300.0,EUR,75.0,,,"75 m2, 3-sobno, oddamo. Cena: 300,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/lic-fuzine-stanovanje_7337876/
6813377,LITIJA,Stanovanje,Soba,,300.0,EUR,10.0,2020,2/2,"10 m2, soba, adaptirana l. 2020, 2/2 nad., enoposteljna soba v centru litije, oddamo. Cena: 300,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/litija-stanovanje_6813377/
7410832,LITIJA,Stanovanje,1-sobno,1.0,400.0,EUR,32.0,1990,2/3,"32 m2, 1-sobno, zgrajeno l. 1990, adaptirano l. 2011, 2/3 nad., Oddam 1-sobno stanovanje v Litiji - 2,8 km do železniške...",https://www.nepremicnine.net/oglasi-oddaja/litija-stanovanje_7410832/
7383229,LITIJA,Stanovanje,2-sobno,2.0,650.0,EUR,51.67,1986,2/5,"51,67 m2, 2-sobno, zgrajeno l. 1986, 2/5 nad., oddamo. Cena: 650,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/litija-stanovanje_7383229/
7398232,LITOSTROJ,Stanovanje,3-sobno,3.0,1200.0,EUR,68.0,1954,2/4,"68 m2, 3-sobno, zgrajeno l. 1954, adaptirano l. 2023, 2/4 nad., prostorno, lepo opremljeno stanovanje z balkonom, parkir...",https://www.nepremicnine.net/oglasi-oddaja/litostroj-stanovanje_7398232/
7254838,LIŽNJAN,Stanovanje,3-sobno,3.0,990.0,EUR,67.12,2021,1/1,"67,12 m2, 3-sobno, zgrajeno l. 2021, 1/1 nad., oddamo. Cena: 990,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/liznjan-stanovanje_7254838/
7197542,LIŽNJAN,Stanovanje,2-sobno,2.0,1000.0,EUR,69.0,,,"69 m2, 2-sobno, oddamo. Cena: 1.000,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/liznjan-stanovanje_7197542/
7263210,LIŽNJAN,Stanovanje,3-sobno,3.0,1500.0,EUR,90.0,2022,2/3,"90 m2, 3-sobno, zgrajeno l. 2022, 2/3 nad., oddamo. Cena: 1.500,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/liznjan-stanovanje_7263210/
7410857,LJ. BEŽIGRAD,Stanovanje,Soba,,230.0,EUR,8.0,1985,3/5,"8 m2, soba, zgrajena l. 1985, adaptirana l. 2012, 3/5 nad., Soba v kraju Bežigrad, 8 m2 (oddaja), oddamo. Cena: 230,00 E...",https://www.nepremicnine.net/oglasi-oddaja/lj-bezigrad-stanovanje_7410857/
7375660,LJ. BEŽIGRAD,Stanovanje,Soba,,360.0,EUR,9.23,1975,1,"9,23 m2, soba, zgrajena l. 1975, adaptirana l. 2023, 1. nad., oddamo. Cena: 360,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/lj-bezigrad-stanovanje_7375660/
7360021,LJ. BEŽIGRAD,Stanovanje,Soba,,400.0,EUR,9.23,1975,1,"9,23 m2, soba, zgrajena l. 1975, adaptirana l. 2023, 1. nad., oddamo. Cena: 400,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/lj-bezigrad-stanovanje_7360021/
7360046,LJ. BEŽIGRAD,Stanovanje,Soba,,450.0,EUR,9.3,1975,1,"9,3 m2, soba, zgrajena l. 1975, adaptirana l. 2023, 1. nad., oddamo. Cena: 450,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/lj-bezigrad-stanovanje_7360046/
7375663,LJ. BEŽIGRAD,Stanovanje,Soba,,410.0,EUR,9.42,1975,1,"9,42 m2, soba, zgrajena l. 1975, adaptirana l. 2023, 1. nad., oddamo. Cena: 410,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/lj-bezigrad-stanovanje_7375663/
7386744,LJ. BEŽIGRAD,Stanovanje,Soba,,390.0,EUR,10.0,2009,P/M,"10 m2, soba, zgrajena l. 2009, 500 m2 zemljišča, P/M, Enoposteljne študentske sobe. Opremljeno, mirno in urejeno stanova...",https://www.nepremicnine.net/oglasi-oddaja/lj-bezigrad-stanovanje_7386744/
7065472,LJ. BEŽIGRAD,Stanovanje,Soba,,300.0,EUR,15.0,1900,1/1,"15 m2, soba, zgrajena l. 1900, adaptirana l. 2025, 1/1 nad., etažno stanovanje primerno za več oseb, možnost delitve na ...",https://www.nepremicnine.net/oglasi-oddaja/lj-bezigrad-stanovanje_7065472/
7107297,LJ. BEŽIGRAD,Stanovanje,Soba,,280.0,EUR,15.0,1959,PK/2,"15 m2, soba, zgrajena l. 1959, adaptirana l. 2024, PK/2 nad., oddamo. Cena: 280,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/lj-bezigrad-stanovanje_7107297/
7244052,LJ. BEŽIGRAD,Stanovanje,Soba,,280.0,EUR,15.0,1959,PK/2,"15 m2, soba, zgrajena l. 1959, adaptirana l. 2024, PK/2 nad., oddamo. Cena: 280,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/lj-bezigrad-stanovanje_7244052/
6746736,LJ. BEŽIGRAD,Stanovanje,Soba,,240.0,EUR,15.0,2023,6/11,"15 m2, soba, adaptirana l. 2023, 6/11 nad., Oddamo posteljo v sobi, cena je po dogovoru/po postelji. Cena: cca 240,00 EU...",https://www.nepremicnine.net/oglasi-oddaja/lj-bezigrad-stanovanje_6746736/
7344807,LJ. BEŽIGRAD,Stanovanje,Garsonjera,,550.0,EUR,17.0,2024,VP/2,"17 m2, garsonjera, adaptirana l. 2024, VP/2 nad., oddamo. Cena: 550,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/lj-bezigrad-stanovanje_7344807/
7383960,LJ. BEŽIGRAD,Stanovanje,Soba,,280.0,EUR,20.0,2000,,"20 m2, soba, zgrajena l. 2000, Oddam dvoposteljno sobo Lj.-Bežigrad, oddamo. Cena: 280,00 EUR/osebo na mes",https://www.nepremicnine.net/oglasi-oddaja/lj-bezigrad-stanovanje_7383960/
7376893,LJ. BEŽIGRAD,Stanovanje,Garsonjera,,700.0,EUR,28.0,1978,VP,"28 m2, garsonjera, zgrajena l. 1978, visoko pritličje, oddamo. Cena: 700,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/lj-bezigrad-stanovanje_7376893/
7410281,LJ. BEŽIGRAD,Stanovanje,Garsonjera,,700.0,EUR,30.0,2026,P+1+M,"30 m2, garsonjera, adaptirana l. 2026, P+1+M, 30 m2,soba z kuhinjo,ločena kopalnica,shrambeni prostor, balkon,zgrajeno19...",https://www.nepremicnine.net/oglasi-oddaja/lj-bezigrad-stanovanje_7410281/
6864451,LJ. BEŽIGRAD,Stanovanje,1-sobno,1.0,700.0,EUR,33.0,1933,K/7,"33 m2, 1-sobno, zgrajeno l. 1933, adaptirano l. 2021, 33 m2 zemljišča, K/7 nad., Svetlo enosobno kletno stanovanje na od...",https://www.nepremicnine.net/oglasi-oddaja/lj-bezigrad-stanovanje_6864451/
7242102,LJ. BEŽIGRAD,Stanovanje,1-sobno,1.0,70.0,EUR,36.0,2001,1/7,"36 m2, 1-sobno, zgrajeno l. 2001, 1/7 nad., Stanovanje Ljubljana Bežigrad, dnevni najemi, dnevni počitek, kratkoročni na...",https://www.nepremicnine.net/oglasi-oddaja/lj-bezigrad-stanovanje_7242102/
7406676,LJ. BEŽIGRAD,Stanovanje,2-sobno,2.0,950.0,EUR,40.5,1966,3/4,"40,5 m2, 2-sobno, zgrajeno l. 1966, adaptirano l. 2019, 3/4 nad., Na odlični lokaciji v Bežigradu oddamo 2- sobno stanov...",https://www.nepremicnine.net/oglasi-oddaja/lj-bezigrad-stanovanje_7406676/
7382022,LJ. BEŽIGRAD,Stanovanje,2-sobno,2.0,1100.0,EUR,41.6,1964,,"41,6 m2, 2-sobno, zgrajeno l. 1964, adaptirano l. 2019, oddamo. Cena: 1.100,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/lj-bezigrad-stanovanje_7382022/
7398270,LJ. BEŽIGRAD,Stanovanje,2-sobno,2.0,450.0,EUR,42.5,1964,PK,"42,5 m2, 2-sobno, zgrajeno l. 1964, adaptirano l. 2026, polklet, oddamo dvosobno stanovanje, primerno za dva študenta, s...",https://www.nepremicnine.net/oglasi-oddaja/lj-bezigrad-stanovanje_7398270/
7412783,LJ. BEŽIGRAD,Stanovanje,"1,5-sobno",1.5,750.0,EUR,45.0,1992,3/5,"45 m2, 1,5-sobno, zgrajeno l. 1992, 3/5 nad., Oddamo opremljeno večje enoinpol sobno stanovanje z balkonom za Bežigradom...",https://www.nepremicnine.net/oglasi-oddaja/lj-bezigrad-stanovanje_7412783/
7332299,LJ. BEŽIGRAD,Stanovanje,2-sobno,2.0,850.0,EUR,47.58,2004,2,"47,58 m2, 2-sobno, zgrajeno l. 2004, 2. nad., oddamo. Cena: 850,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/lj-bezigrad-stanovanje_7332299/
7371180,LJ. BEŽIGRAD,Stanovanje,2-sobno,2.0,1100.0,EUR,50.0,2014,4/6,"50 m2, 2-sobno, zgrajeno l. 2014, 4/6 nad., Oddamo dvosobno stanovanje,Glavarjeva rezidenca-Bežigrad, opremljeno.Prosto ...",https://www.nepremicnine.net/oglasi-oddaja/lj-bezigrad-stanovanje_7371180/
7406625,LJ. BEŽIGRAD,Stanovanje,2-sobno,2.0,925.0,EUR,50.56,1930,PK/4,"50,56 m2, 2-sobno, zgrajeno l. 1930, adaptirano l. 2026, PK/4 nad., (K1), Popolnoma novo stanovanje, v novem manjšem blo...",https://www.nepremicnine.net/oglasi-oddaja/lj-bezigrad-stanovanje_7406625/
7383738,LJ. BEŽIGRAD,Stanovanje,2-sobno,2.0,1500.0,EUR,52.1,2026,,"52,1 m2, 2-sobno, zgrajeno l. 2026, Popolnoma novo dvosobno stanovanje v novi soseki Soča, oddamo. Cena: 1.500,00 EUR/me...",https://www.nepremicnine.net/oglasi-oddaja/lj-bezigrad-stanovanje_7383738/
7381251,LJ. BEŽIGRAD,Stanovanje,2-sobno,2.0,1100.0,EUR,52.6,2006,4/6,"52,6 m2, 2-sobno, zgrajeno l. 2006, 4/6 nad., oddamo. Cena: 1.100,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/lj-bezigrad-stanovanje_7381251/
7360237,LJ. BEŽIGRAD,Stanovanje,2-sobno,2.0,1300.0,EUR,54.8,2025,4/5,"54,8 m2, 2-sobno, novogradnja - zgr. l. 2025, 4/5 nad., Sodobno 2-sobno stanovanje v novogradnji Rezidenca Bežigrad Topn...",https://www.nepremicnine.net/oglasi-oddaja/lj-bezigrad-stanovanje_7360237/
6896165,LJ. BEŽIGRAD,Stanovanje,Soba,,250.0,EUR,55.8,1960,5/5,"55,8 m2, soba, zgrajena l. 1960, adaptirana l. 2022, 5/5 nad., oddamo. Cena: 250,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/lj-bezigrad-stanovanje_6896165/
7304083,LJ. BEŽIGRAD,Stanovanje,2-sobno,2.0,870.0,EUR,57.42,1975,5/5,"57,42 m2, 2-sobno, zgrajeno l. 1975, adaptirano l. 2020, 5/5 nad., pvc okna, balkon, klet, internet, oddamo. Cena: 870,0...",https://www.nepremicnine.net/oglasi-oddaja/lj-bezigrad-stanovanje_7304083/
7366130,LJ. BEŽIGRAD,Stanovanje,"2,5-sobno",2.5,1200.0,EUR,57.7,1977,6/10,"57,7 m2, 2,5-sobno, zgrajeno l. 1977, adaptirano l. 2017, 6/10 nad., oddamo. Cena: 1.200,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/lj-bezigrad-stanovanje_7366130/
7369770,LJ. BEŽIGRAD,Stanovanje,"2,5-sobno",2.5,1200.0,EUR,57.7,1977,6/10,"57,7 m2, 2,5-sobno, zgrajeno l. 1977, adaptirano l. 2017, 6/10 nad., oddamo. Cena: 1.200,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/lj-bezigrad-stanovanje_7369770/
7410838,LJ. BEŽIGRAD,Stanovanje,2-sobno,2.0,1000.0,EUR,58.0,2012,5/5,"58 m2, 2-sobno, zgrajeno l. 2012, 5/5 nad., SITULA, delno opremljeno, parkirno mesto v podzemni garaži, takoj vseljivo, ...",https://www.nepremicnine.net/oglasi-oddaja/lj-bezigrad-stanovanje_7410838/
7407482,LJ. BEŽIGRAD,Stanovanje,"2,5-sobno",2.5,1000.0,EUR,59.9,1964,3/4,"59,9 m2, 2,5-sobno, zgrajeno l. 1964, adaptirano l. 2026, 3/4 nad., Oddamo 2,5 sobno v celoti obnovljeno stanovanje. Sta...",https://www.nepremicnine.net/oglasi-oddaja/lj-bezigrad-stanovanje_7407482/
7378495,LJ. BEŽIGRAD,Stanovanje,2-sobno,2.0,250.0,EUR,60.0,1965,2/5,"60 m2, 2-sobno, zgrajeno l. 1965, adaptirano l. 2015, 2/5 nad., oddamo. Cena: 250,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/lj-bezigrad-stanovanje_7378495/
7294942,LJ. BEŽIGRAD,Stanovanje,2-sobno,2.0,1600.0,EUR,60.0,2025,3/5,"60 m2, 2-sobno, novogradnja - zgr. l. 2025, 3/5 nad., oddamo. Cena: 1.600,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/lj-bezigrad-stanovanje_7294942/
7376710,LJ. BEŽIGRAD,Stanovanje,2-sobno,2.0,1000.0,EUR,60.0,1977,7/12,"60 m2, 2-sobno, zgrajeno l. 1977, adaptirano l. 2025, 7/12 nad., Za Bežigradom, na Glavarjevi ulici oddamo popolnoma pre...",https://www.nepremicnine.net/oglasi-oddaja/lj-bezigrad-stanovanje_7376710/
